USER,SOURCE,QUERY_RUNS,DISTINCT_QUERY_RUNS,TOTAL_NUM_QUERY_RUNS
user_6,table_196,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2859,3040
user_6,table_201,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",390,478
user_7,table_536,[2],1,2
user_7,table_537,"[1, 1]",2,2
user_7,table_538,"[1, 1]",2,2
user_7,table_539,[1],1,1
user_7,table_540,"[1, 1]",2,2
user_7,table_541,"[30, 31]",2,61
user_7,table_147,"[2, 38, 319, 40, 32, 4, 318, 4, 31, 34, 1]",11,823
user_7,table_542,"[32, 31]",2,63
user_7,table_148,"[2, 38, 39, 162, 40, 37, 34, 163, 30, 2, 29, 29, 12, 176, 40]",15,833
user_7,table_149,"[2, 315, 47, 115, 38, 40, 8, 33, 12, 37, 26, 32, 1, 32, 132, 39, 91, 322]",18,1322
user_7,table_150,[32],1,32
user_7,table_543,[2],1,2
user_7,table_544,"[33, 32, 31, 32, 31]",5,159
user_7,table_151,"[31, 31, 35, 32, 32, 30, 35, 32, 37, 36, 35]",11,366
user_7,table_545,"[36, 36]",2,72
user_7,table_152,"[99, 36, 35]",3,170
user_7,table_154,"[2, 29]",2,31
user_7,table_546,[99],1,99
user_7,table_547,"[32, 38, 32, 40, 32]",5,174
user_7,table_548,[37],1,37
user_7,table_549,"[39, 40, 38]",3,117
user_7,table_550,"[37, 37]",2,74
user_7,table_551,[37],1,37
user_7,table_552,"[39, 37]",2,76
user_7,table_553,[37],1,37
user_7,table_554,[36],1,36
user_7,table_3,"[39, 34, 34, 37, 2, 29, 12, 32, 32]",9,251
user_7,table_506,[90],1,90
user_7,table_555,"[20, 20, 21, 21, 21, 20, 20]",7,143
user_7,table_556,"[32, 30]",2,62
user_7,table_378,"[1, 3, 29, 10]",4,43
user_7,table_379,"[1, 3, 3, 1, 29, 10, 29, 10]",8,86
user_7,table_157,"[38, 40, 34, 31, 31, 31, 32]",7,237
user_7,table_557,"[38, 40, 32, 31]",4,141
user_7,table_558,"[34, 34, 37, 36]",4,141
user_7,table_559,"[35, 32, 36]",3,103
user_7,table_560,[35],1,35
user_7,table_561,"[34, 36]",2,70
user_7,table_562,"[34, 36]",2,70
user_7,table_563,"[32, 32, 31, 34, 31]",5,160
user_7,table_564,[33],1,33
user_7,table_159,"[34, 2, 35, 356, 1, 38, 319, 2, 35, 363, 33, 4, 318, 357, 34, 1, 4, 157, 314, 33, 38, 1, 164, 359, 358]",25,3360
user_7,table_161,"[3, 33, 33, 31, 31, 34, 34, 37, 37, 37, 1, 1, 32, 32]",14,376
user_7,table_565,"[1, 37, 32, 32, 31, 37, 36]",7,206
user_7,table_163,"[2, 29, 35]",3,66
user_7,table_164,"[2, 29]",2,31
user_7,table_566,"[2, 1]",2,3
user_7,table_567,[49],1,49
user_7,table_568,[52],1,52
user_7,table_165,"[31, 32]",2,63
user_7,table_569,"[31, 31, 32, 34, 32, 32, 31]",7,223
user_7,table_166,[34],1,34
user_7,table_167,"[38, 40, 32, 90, 176, 161, 163, 164, 32, 158]",10,1054
user_7,table_570,[39],1,39
user_7,table_168,"[39, 34, 36, 2, 315, 1, 3, 160, 163, 115, 38, 33, 39, 323, 3, 1, 40, 319, 40, 34, 33, 8, 4, 10, 318, 90, 29, 176, 34, 4, 37, 33, 10, 34, 164, 34, 2, 33, 29, 29, 1, 40, 12, 38, 40, 35, 32, 359, 91, 32, 163, 10, 358]",53,4060
user_7,table_571,"[31, 33, 34, 31]",4,129
user_7,table_510,"[33, 32, 33, 32, 33, 32, 32]",7,227
user_7,table_572,"[33, 32, 32, 34, 33]",5,164
user_7,table_573,"[31, 33, 34, 32, 33]",5,163
user_7,table_574,[39],1,39
user_7,table_169,"[1, 3, 29, 10, 2, 29, 12]",7,86
user_7,table_511,"[32, 32, 32, 32, 33]",5,161
user_7,table_575,[315],1,315
user_7,table_170,"[2, 315, 47, 115, 323, 8, 10, 90, 34, 2, 29, 1, 132, 35, 91, 323, 322]",17,1879
user_7,table_512,"[47, 115, 39, 90, 37, 38, 132, 91]",8,589
user_7,table_171,"[315, 47, 115, 323, 8, 10, 132, 35, 91, 323]",10,1399
user_7,table_576,"[33, 32, 37, 40, 33, 37, 32, 33]",8,277
user_7,table_577,[33],1,33
user_7,table_172,"[34, 36, 33, 33, 33, 33, 34, 34, 33, 32, 33]",11,368
user_7,table_578,"[356, 357, 32, 33, 32, 32]",6,842
user_7,table_175,"[1, 2, 1]",3,4
user_7,table_176,"[40, 10, 35]",3,85
user_7,table_579,"[2, 2, 32, 157, 32, 1, 164, 33]",8,423
user_7,table_226,"[37, 12, 12, 12, 12, 12, 12, 12]",8,121
user_7,table_580,"[2, 33, 314, 1, 32, 33]",6,415
user_7,table_227,"[33, 37, 2, 33, 33, 33, 32, 32, 33]",9,268
user_7,table_177,[34],1,34
user_7,table_178,[35],1,35
user_7,table_179,[34],1,34
user_7,table_180,[33],1,33
user_7,table_182,[34],1,34
user_7,table_527,[1],1,1
user_7,table_528,[1],1,1
user_7,table_581,[7],1,7
user_7,table_582,[7],1,7
user_7,table_583,[7],1,7
user_7,table_584,[7],1,7
user_7,table_585,[34],1,34
user_7,table_586,[34],1,34
user_7,table_587,[48],1,48
user_7,table_4,[46],1,46
user_7,table_588,[44],1,44
user_7,table_589,[47],1,47
user_7,table_590,"[46, 47, 46, 48]",4,187
user_7,table_591,[37],1,37
user_7,table_592,"[45, 47]",2,92
user_7,table_593,"[48, 34]",2,82
user_7,table_594,"[46, 48]",2,94
user_7,table_595,"[34, 37]",2,71
user_7,table_596,[46],1,46
user_7,table_597,[46],1,46
user_7,table_598,"[32, 45, 34, 47, 47, 48, 46, 45]",8,344
user_7,table_532,[37],1,37
user_7,table_533,"[46, 46]",2,92
user_7,table_599,"[34, 45]",2,79
user_7,table_600,"[50, 48]",2,98
user_7,table_601,[50],1,50
user_7,table_5,"[2, 1, 48, 21, 90]",5,162
user_7,table_602,[50],1,50
user_7,table_603,[48],1,48
user_7,table_604,[48],1,48
user_7,table_605,[49],1,49
user_7,table_606,[49],1,49
user_7,table_607,[50],1,50
user_7,table_608,[48],1,48
user_7,table_609,[48],1,48
user_7,table_6,"[51, 50, 48, 49, 49, 49, 50, 48]",8,394
user_7,table_610,[48],1,48
user_7,table_611,[50],1,50
user_7,table_612,[48],1,48
user_7,table_613,[48],1,48
user_7,table_614,[48],1,48
user_7,table_615,[48],1,48
user_7,table_183,"[47, 90]",2,137
user_7,table_616,"[1, 1]",2,2
user_7,table_184,"[3, 1, 32]",3,36
user_7,table_617,[36],1,36
user_7,table_618,[36],1,36
user_7,table_619,[33],1,33
user_7,table_185,"[45, 162, 160, 38, 163, 168, 40, 170, 12, 38, 162, 96, 38, 1, 38, 176, 40, 170, 38, 50, 37, 1]",22,1843
user_7,table_186,"[165, 159, 176, 38]",4,538
user_7,table_620,[38],1,38
user_7,table_621,[38],1,38
user_7,table_187,"[32, 38, 32, 40, 12, 26]",6,180
user_7,table_535,"[32, 31, 40]",3,103
user_7,table_622,"[38, 40]",2,78
user_7,table_188,[37],1,37
user_7,table_189,"[163, 45, 164, 164, 165, 176, 164, 164, 163]",9,1368
user_7,table_190,"[162, 163, 45, 164, 176, 160, 96, 165, 176, 162]",10,1469
user_7,table_191,[39],1,39
user_7,table_623,[32],1,32
user_7,table_192,"[1, 34, 39, 31, 32, 31, 32, 32, 37]",9,269
user_7,table_193,"[33, 1, 34, 39, 37, 31]",6,175
user_7,table_624,[38],1,38
user_7,table_194,[45],1,45
user_7,table_625,[38],1,38
user_7,table_195,"[164, 37, 163, 176, 37, 170, 50]",7,797
user_7,table_626,"[38, 163, 40, 170, 164, 164]",6,739
user_7,table_627,"[1, 12]",2,13
user_7,table_196,"[165, 163, 45, 162, 315, 166, 47, 115, 165, 163, 170, 8, 164, 38, 38, 162, 163, 176, 132, 170, 38, 359, 91, 50, 37, 358]",26,3660
user_7,table_380,"[12, 99]",2,111
user_7,table_197,"[30, 29]",2,59
user_7,table_382,[8],1,8
user_7,table_383,"[7, 1]",2,8
user_7,table_384,[8],1,8
user_7,table_385,[8],1,8
user_7,table_198,[219],1,219
user_7,table_199,[172],1,172
user_7,table_200,[39],1,39
user_7,table_201,[37],1,37
user_7,table_202,[38],1,38
user_7,table_203,[34],1,34
user_7,table_204,[38],1,38
user_7,table_205,[173],1,173
user_7,table_206,[38],1,38
user_7,table_207,[171],1,171
user_7,table_208,[96],1,96
user_7,table_209,[170],1,170
user_7,table_210,[36],1,36
